Part_ID,Part_Name,Category,Model_Compatibility,Price_PKR,Stock_Quantity
P1060,Spark Plug,Electrical,125cc,385,162
P1061,Spark Plug,Electrical,100cc,350,484
P1062,Rear Axle,Drivetrain,70cc,220,426
P1063,Footrest Rubber,Rubber/Misc,125cc,160,165
P1064,Cylinder Block,Engine,100cc,3800,219
P1065,Air Cleaner Filter,Rubber/Misc,125cc,320,32
P1066,Drive Chain,Drivetrain,70cc,450,480
P1067,Gasket Kit,Engine,100cc,260,339
P1068,Brake Shoe Set,Braking,125cc,550,373
P1069,Headlight Assembly,Electrical,100cc,750,487
P1070,Chain Sprocket Kit,Drivetrain,70cc,1650,94
P1071,Rear Axle,Drivetrain,70cc,220,121
P1072,Gasket Kit,Engine,70cc,180,271
P1073,Drive Chain,Drivetrain,100cc,600,148
P1074,Indicator Relay,Electrical,125cc,150,276
P1075,Mudguard Rear,Body/Frame,125cc,1100,167
P1076,Rear Axle,Drivetrain,125cc,380,192
P1077,Chain Sprocket Kit,Drivetrain,70cc,1650,362
P1078,Cylinder Block,Engine,100cc,3800,284
P1079,Brake Cable,Braking,125cc,220,153
P1080,Disc Pad,Braking,125cc,450,5
P1081,Brake Cable,Braking,100cc,180,349
P1082,Drum Rubber,Rubber/Misc,125cc,220,491
P1083,CDI Unit,Electrical,70cc,320,437
P1084,Air Cleaner Filter,Rubber/Misc,100cc,220,479
P1085,Oil Pump,Engine,70cc,380,153
P1086,Mudguard Rear,Body/Frame,100cc,780,471
P1087,Handle Bar,Body/Frame,100cc,650,53
P1088,Brake Lever,Braking,125cc,180,114
P1089,Handle Bar,Body/Frame,100cc,650,439
P1090,Handle Bar,Body/Frame,70cc,500,288
P1091,Footrest Rubber,Rubber/Misc,70cc,120,152
P1092,Gasket Kit,Engine,100cc,260,105
P1093,Indicator Relay,Electrical,125cc,150,454
P1094,Drum Rubber,Rubber/Misc,100cc,160,398
P1095,CDI Unit,Electrical,70cc,320,342
P1096,Air Cleaner Filter,Rubber/Misc,125cc,320,393
P1097,Drive Chain,Drivetrain,100cc,600,136
P1098,CDI Unit,Electrical,100cc,450,93
P1099,Drive Chain,Drivetrain,100cc,600,467
P1100,Drum Rubber,Rubber/Misc,70cc,120,424
P1101,Mudguard Rear,Body/Frame,70cc,600,224
P1102,Drum Rubber,Rubber/Misc,100cc,160,436
P1103,Handle Grip,Rubber/Misc,100cc,150,380
P1104,Clutch Plate Set,Engine,70cc,550,12
P1105,Side Cover,Body/Frame,100cc,950,114
P1106,Ignition Switch,Electrical,125cc,850,350
P1107,Chain Sprocket Kit,Drivetrain,70cc,1650,31
P1108,Gasket Kit,Engine,125cc,380,302
P1109,Brake Shoe Set,Braking,70cc,280,415
P1110,Mudguard Rear,Body/Frame,125cc,1100,324
P1111,Fuel Tank,Body/Frame,100cc,3600,489
P1112,Spark Plug,Electrical,100cc,350,410
P1113,Footrest Rubber,Rubber/Misc,100cc,140,208
P1114,Chain Sprocket Kit,Drivetrain,70cc,1650,326
P1115,Disc Pad,Braking,125cc,450,439
P1116,Disc Pad,Braking,70cc,250,194
P1117,Disc Pad,Braking,100cc,320,252
P1118,Mudguard Rear,Body/Frame,70cc,600,181
P1119,Sprocket Hub,Drivetrain,125cc,850,414
P1120,Brake Shoe Set,Braking,125cc,550,18
P1121,Oil Pump,Engine,125cc,680,67
P1122,Ignition Switch,Electrical,100cc,600,261
P1123,Cylinder Block,Engine,70cc,2800,412
P1124,Fuel Tank,Body/Frame,125cc,4800,132
P1125,Sprocket Hub,Drivetrain,100cc,620,2
P1126,Brake Shoe Set,Braking,125cc,550,252
P1127,Brake Shoe Set,Braking,125cc,550,24
P1128,Disc Pad,Braking,125cc,450,11
P1129,Piston Kit,Engine,100cc,1350,283
P1130,Headlight Assembly,Electrical,70cc,550,44
P1131,Brake Lever,Braking,125cc,180,493
P1132,Disc Pad,Braking,100cc,320,293
P1133,Clutch Plate Set,Engine,125cc,2200,360
P1134,Brake Cable,Braking,100cc,180,18
P1135,Drum Rubber,Rubber/Misc,100cc,160,175
P1136,Mudguard Rear,Body/Frame,70cc,600,476
P1137,Mudguard Rear,Body/Frame,70cc,600,208
P1138,Gasket Kit,Engine,100cc,260,457
P1139,Cylinder Block,Engine,100cc,3800,454
P1140,Drive Chain,Drivetrain,70cc,450,178
P1141,Clutch Plate Set,Engine,125cc,2200,265
P1142,Handle Grip,Rubber/Misc,100cc,150,244
P1143,Indicator Relay,Electrical,100cc,120,105
P1144,Ignition Switch,Electrical,100cc,600,345
P1145,Footrest Rubber,Rubber/Misc,100cc,140,455
P1146,Spark Plug,Electrical,70cc,350,177
P1147,Ignition Switch,Electrical,100cc,600,67
P1148,Clutch Plate Set,Engine,100cc,850,171
P1149,Sprocket Hub,Drivetrain,100cc,620,22
P1150,Spark Plug,Electrical,125cc,385,83
P1151,Oil Pump,Engine,70cc,380,237
P1152,Indicator Relay,Electrical,125cc,150,288
P1153,Side Cover,Body/Frame,70cc,750,95
P1154,Chain Sprocket Kit,Drivetrain,70cc,1650,131
P1155,Handle Bar,Body/Frame,100cc,650,353
P1156,Oil Pump,Engine,100cc,480,370
P1157,Spark Plug,Electrical,70cc,350,458
P1158,Sprocket Hub,Drivetrain,100cc,620,171
P1159,Brake Lever,Braking,70cc,120,167
P1160,Mudguard Rear,Body/Frame,125cc,1100,307
P1161,Sprocket Hub,Drivetrain,70cc,480,201
P1162,Drum Rubber,Rubber/Misc,125cc,220,248
P1163,Handle Grip,Rubber/Misc,70cc,120,133
P1164,Piston Kit,Engine,100cc,1350,364
P1165,Sprocket Hub,Drivetrain,125cc,850,283
P1166,Rear Axle,Drivetrain,125cc,380,214
P1167,Spark Plug,Electrical,70cc,350,499
P1168,Drive Chain,Drivetrain,125cc,850,218
P1169,Side Cover,Body/Frame,100cc,950,231
P1170,Rear Axle,Drivetrain,70cc,220,195
P1171,Piston Kit,Engine,70cc,950,61
P1172,Mudguard Front,Body/Frame,70cc,550,68
P1173,Rear Axle,Drivetrain,100cc,280,282
P1174,Fuel Tank,Body/Frame,100cc,3600,475
P1175,Drum Rubber,Rubber/Misc,70cc,120,191
P1176,Drum Rubber,Rubber/Misc,70cc,120,391
P1177,CDI Unit,Electrical,70cc,320,462
P1178,Rear Axle,Drivetrain,70cc,220,183
P1179,Fuel Tank,Body/Frame,100cc,3600,195
P1180,Drive Chain,Drivetrain,100cc,600,476
P1181,Spark Plug,Electrical,100cc,350,181
P1182,Drive Chain,Drivetrain,125cc,850,250
P1183,Clutch Plate Set,Engine,70cc,550,89
P1184,Spark Plug,Electrical,100cc,350,95
P1185,Chain Sprocket Kit,Drivetrain,70cc,1650,224
P1186,Handle Grip,Rubber/Misc,70cc,120,310
P1187,Mudguard Rear,Body/Frame,125cc,1100,23
P1188,Sprocket Hub,Drivetrain,100cc,620,498
P1189,Ignition Switch,Electrical,70cc,450,240
P1190,Disc Pad,Braking,100cc,320,480
P1191,Mudguard Rear,Body/Frame,70cc,600,444
P1192,Sprocket Hub,Drivetrain,100cc,620,152
P1193,Cylinder Block,Engine,125cc,4800,105
P1194,Handle Grip,Rubber/Misc,125cc,180,331
P1195,Brake Shoe Set,Braking,100cc,380,313
P1196,Handle Bar,Body/Frame,100cc,650,252
P1197,Spark Plug,Electrical,70cc,350,463
P1198,Drive Chain,Drivetrain,70cc,450,108
P1199,Drive Chain,Drivetrain,70cc,450,386
P1200,Drum Rubber,Rubber/Misc,125cc,220,47
P1201,Fuel Tank,Body/Frame,70cc,2800,90
P1202,Oil Pump,Engine,125cc,680,336
P1203,CDI Unit,Electrical,70cc,320,283
P1204,Piston Kit,Engine,70cc,950,203
P1205,Handle Bar,Body/Frame,100cc,650,228
P1206,Mudguard Front,Body/Frame,70cc,550,223
P1207,Mudguard Front,Body/Frame,70cc,550,446
P1208,Disc Pad,Braking,125cc,450,134
P1209,Brake Lever,Braking,125cc,180,360
P1210,Sprocket Hub,Drivetrain,125cc,850,313
P1211,Footrest Rubber,Rubber/Misc,70cc,120,100
P1212,Side Cover,Body/Frame,100cc,950,310
P1213,Disc Pad,Braking,100cc,320,482
P1214,Brake Lever,Braking,70cc,120,141
P1215,Oil Pump,Engine,70cc,380,103
P1216,Air Cleaner Filter,Rubber/Misc,70cc,160,370
P1217,Drive Chain,Drivetrain,125cc,850,239
P1218,Spark Plug,Electrical,125cc,385,11
P1219,Handle Grip,Rubber/Misc,70cc,120,111
P1220,Clutch Plate Set,Engine,100cc,850,275
P1221,Handle Bar,Body/Frame,100cc,650,33
P1222,Mudguard Front,Body/Frame,70cc,550,9
P1223,Handle Grip,Rubber/Misc,100cc,150,339
P1224,Drive Chain,Drivetrain,100cc,600,63
P1225,Fuel Tank,Body/Frame,125cc,4800,235
P1226,Brake Lever,Braking,100cc,140,417
P1227,Handle Grip,Rubber/Misc,125cc,180,249
P1228,Indicator Relay,Electrical,125cc,150,221
P1229,Footrest Rubber,Rubber/Misc,70cc,120,129
P1230,Piston Kit,Engine,125cc,1850,450
P1231,Brake Cable,Braking,100cc,180,373
P1232,Mudguard Rear,Body/Frame,125cc,1100,190
P1233,Spark Plug,Electrical,100cc,350,499
P1234,Ignition Switch,Electrical,70cc,450,322
P1235,Air Cleaner Filter,Rubber/Misc,125cc,320,254
P1236,Headlight Assembly,Electrical,125cc,1250,58
P1237,Cylinder Block,Engine,125cc,4800,381
P1238,Drum Rubber,Rubber/Misc,70cc,120,222
P1239,Headlight Assembly,Electrical,125cc,1250,106
P1240,Mudguard Front,Body/Frame,70cc,550,443
P1241,Oil Pump,Engine,100cc,480,247
P1242,Spark Plug,Electrical,70cc,350,27
P1243,Piston Kit,Engine,70cc,950,37
P1244,Drum Rubber,Rubber/Misc,70cc,120,350
P1245,Headlight Assembly,Electrical,125cc,1250,385
P1246,Drive Chain,Drivetrain,100cc,600,270
P1247,Spark Plug,Electrical,125cc,385,38
P1248,CDI Unit,Electrical,125cc,650,376
P1249,Footrest Rubber,Rubber/Misc,100cc,140,394
P1250,Ignition Switch,Electrical,100cc,600,252
P1251,Rear Axle,Drivetrain,100cc,280,126
P1252,CDI Unit,Electrical,70cc,320,352
P1253,Ignition Switch,Electrical,100cc,600,59
P1254,Oil Pump,Engine,125cc,680,463
P1255,Air Cleaner Filter,Rubber/Misc,70cc,160,97
P1256,Spark Plug,Electrical,100cc,350,215
P1257,CDI Unit,Electrical,125cc,650,302
P1258,Cylinder Block,Engine,70cc,2800,43
P1259,Clutch Plate Set,Engine,70cc,550,495
P1260,Mudguard Rear,Body/Frame,70cc,600,354
P1261,Mudguard Front,Body/Frame,70cc,550,375
P1262,Handle Bar,Body/Frame,70cc,500,479
P1263,Ignition Switch,Electrical,70cc,450,387
P1264,Disc Pad,Braking,70cc,250,276
P1265,Mudguard Front,Body/Frame,100cc,750,382
P1266,Footrest Rubber,Rubber/Misc,70cc,120,322
P1267,Spark Plug,Electrical,125cc,385,368
P1268,Fuel Tank,Body/Frame,125cc,4800,436
P1269,Ignition Switch,Electrical,70cc,450,127
P1270,Ignition Switch,Electrical,125cc,850,447
P1271,Handle Grip,Rubber/Misc,125cc,180,296
P1272,Sprocket Hub,Drivetrain,70cc,480,403
P1273,Clutch Plate Set,Engine,125cc,2200,354
P1274,Footrest Rubber,Rubber/Misc,125cc,160,233
P1275,Handle Grip,Rubber/Misc,100cc,150,77
P1276,Spark Plug,Electrical,125cc,385,273
P1277,CDI Unit,Electrical,100cc,450,409
P1278,Brake Lever,Braking,70cc,120,28
P1279,Drive Chain,Drivetrain,125cc,850,270
P1280,Drum Rubber,Rubber/Misc,100cc,160,256
P1281,Rear Axle,Drivetrain,125cc,380,81
P1282,Spark Plug,Electrical,100cc,350,290
P1283,Chain Sprocket Kit,Drivetrain,70cc,1650,4
P1284,Indicator Relay,Electrical,70cc,90,201
P1285,Side Cover,Body/Frame,125cc,1350,304
P1286,Footrest Rubber,Rubber/Misc,125cc,160,329
P1287,Clutch Plate Set,Engine,100cc,850,357
P1288,Side Cover,Body/Frame,100cc,950,175
P1289,CDI Unit,Electrical,100cc,450,427
P1290,Clutch Plate Set,Engine,100cc,850,448
P1291,Cylinder Block,Engine,125cc,4800,469
P1292,Drum Rubber,Rubber/Misc,100cc,160,43
P1293,Ignition Switch,Electrical,70cc,450,15
P1294,Side Cover,Body/Frame,125cc,1350,443
P1295,Oil Pump,Engine,100cc,480,343
P1296,Cylinder Block,Engine,100cc,3800,15
P1297,Brake Lever,Braking,125cc,180,350
P1298,Disc Pad,Braking,70cc,250,237
P1299,CDI Unit,Electrical,100cc,450,36
P1300,Rear Axle,Drivetrain,125cc,380,37
P1301,Chain Sprocket Kit,Drivetrain,125cc,2850,191
P1302,Chain Sprocket Kit,Drivetrain,70cc,1650,103
P1303,Side Cover,Body/Frame,100cc,950,411
P1304,Cylinder Block,Engine,100cc,3800,402
P1305,Air Cleaner Filter,Rubber/Misc,70cc,160,261
P1306,Footrest Rubber,Rubber/Misc,70cc,120,384
P1307,Drive Chain,Drivetrain,100cc,600,216
P1308,Cylinder Block,Engine,70cc,2800,304
P1309,Air Cleaner Filter,Rubber/Misc,125cc,320,426
P1310,Brake Lever,Braking,125cc,180,65
P1311,Mudguard Front,Body/Frame,70cc,550,331
P1312,Rear Axle,Drivetrain,70cc,220,223
P1313,Clutch Plate Set,Engine,100cc,850,168
P1314,CDI Unit,Electrical,125cc,650,310
P1315,Mudguard Rear,Body/Frame,100cc,780,493
P1316,Chain Sprocket Kit,Drivetrain,70cc,1650,158
P1317,Air Cleaner Filter,Rubber/Misc,125cc,320,337
P1318,Air Cleaner Filter,Rubber/Misc,125cc,320,90
P1319,Footrest Rubber,Rubber/Misc,125cc,160,184
P1320,Brake Cable,Braking,125cc,220,84
P1321,Air Cleaner Filter,Rubber/Misc,125cc,320,289
P1322,Fuel Tank,Body/Frame,125cc,4800,137
P1323,Cylinder Block,Engine,125cc,4800,376
P1324,Rear Axle,Drivetrain,70cc,220,4
P1325,Air Cleaner Filter,Rubber/Misc,125cc,320,325
P1326,Drum Rubber,Rubber/Misc,70cc,120,424
P1327,CDI Unit,Electrical,125cc,650,439
P1328,Cylinder Block,Engine,125cc,4800,65
P1329,Drum Rubber,Rubber/Misc,125cc,220,379
P1330,Oil Pump,Engine,100cc,480,463
P1331,Ignition Switch,Electrical,125cc,850,317
P1332,Handle Grip,Rubber/Misc,125cc,180,16
P1333,Brake Cable,Braking,100cc,180,130
P1334,Handle Bar,Body/Frame,125cc,850,444
P1335,Sprocket Hub,Drivetrain,100cc,620,369
P1336,Brake Shoe Set,Braking,70cc,280,190
P1337,Footrest Rubber,Rubber/Misc,100cc,140,133
P1338,CDI Unit,Electrical,100cc,450,488
P1339,Brake Cable,Braking,70cc,140,231
P1340,Spark Plug,Electrical,125cc,385,230
P1341,Ignition Switch,Electrical,125cc,850,256
P1342,CDI Unit,Electrical,125cc,650,478
P1343,Disc Pad,Braking,70cc,250,122
P1344,Brake Shoe Set,Braking,100cc,380,348
P1345,Indicator Relay,Electrical,125cc,150,244
P1346,Clutch Plate Set,Engine,125cc,2200,149
P1347,Drum Rubber,Rubber/Misc,70cc,120,162
P1348,Air Cleaner Filter,Rubber/Misc,70cc,160,334
P1349,Handle Bar,Body/Frame,125cc,850,449
P1350,Side Cover,Body/Frame,100cc,950,202
P1351,Drive Chain,Drivetrain,125cc,850,422
P1352,Disc Pad,Braking,70cc,250,323
P1353,Mudguard Rear,Body/Frame,125cc,1100,311
P1354,Rear Axle,Drivetrain,70cc,220,109
P1355,Mudguard Front,Body/Frame,100cc,750,475
P1356,Side Cover,Body/Frame,100cc,950,490
P1357,Mudguard Rear,Body/Frame,100cc,780,244
P1358,Rear Axle,Drivetrain,70cc,220,384
P1359,Rear Axle,Drivetrain,70cc,220,31
P1360,Gasket Kit,Engine,100cc,260,4
P1361,Ignition Switch,Electrical,125cc,850,148
P1362,Ignition Switch,Electrical,70cc,450,23
P1363,Cylinder Block,Engine,125cc,4800,56
P1364,Side Cover,Body/Frame,70cc,750,342
P1365,Side Cover,Body/Frame,100cc,950,416
P1366,Chain Sprocket Kit,Drivetrain,100cc,2150,69
P1367,Brake Shoe Set,Braking,100cc,380,481
P1368,Air Cleaner Filter,Rubber/Misc,100cc,220,363
P1369,Side Cover,Body/Frame,125cc,1350,275
P1370,Spark Plug,Electrical,125cc,385,160
P1371,Rear Axle,Drivetrain,125cc,380,448
P1372,Chain Sprocket Kit,Drivetrain,100cc,2150,105
P1373,Mudguard Front,Body/Frame,70cc,550,87
P1374,Ignition Switch,Electrical,100cc,600,112
P1375,Gasket Kit,Engine,125cc,380,327
P1376,Drive Chain,Drivetrain,100cc,600,309
P1377,Drum Rubber,Rubber/Misc,70cc,120,422
P1378,Handle Grip,Rubber/Misc,125cc,180,97
P1379,Indicator Relay,Electrical,70cc,90,422
P1380,Handle Grip,Rubber/Misc,100cc,150,400
P1381,Footrest Rubber,Rubber/Misc,100cc,140,452
P1382,Side Cover,Body/Frame,100cc,950,43
P1383,CDI Unit,Electrical,125cc,650,308
P1384,Piston Kit,Engine,100cc,1350,420
P1385,Headlight Assembly,Electrical,125cc,1250,132
P1386,Indicator Relay,Electrical,100cc,120,263
P1387,Brake Shoe Set,Braking,100cc,380,303
P1388,Brake Shoe Set,Braking,70cc,280,232
P1389,Disc Pad,Braking,100cc,320,458
P1390,Footrest Rubber,Rubber/Misc,70cc,120,397
P1391,Indicator Relay,Electrical,125cc,150,189
P1392,Rear Axle,Drivetrain,70cc,220,116
P1393,Air Cleaner Filter,Rubber/Misc,100cc,220,421
P1394,Fuel Tank,Body/Frame,100cc,3600,446
P1395,Mudguard Front,Body/Frame,100cc,750,221
P1396,Headlight Assembly,Electrical,100cc,750,75
P1397,Gasket Kit,Engine,70cc,180,156
P1398,Disc Pad,Braking,125cc,450,51
P1399,Footrest Rubber,Rubber/Misc,125cc,160,432
P1400,Chain Sprocket Kit,Drivetrain,125cc,2850,91
P1401,Brake Cable,Braking,100cc,180,3
P1402,Brake Cable,Braking,70cc,140,218
P1403,Headlight Assembly,Electrical,125cc,1250,143
P1404,Oil Pump,Engine,100cc,480,499
P1405,Chain Sprocket Kit,Drivetrain,70cc,1650,163
P1406,Brake Shoe Set,Braking,70cc,280,240
P1407,Spark Plug,Electrical,125cc,385,345
P1408,Clutch Plate Set,Engine,100cc,850,363
P1409,Disc Pad,Braking,125cc,450,178
P1410,Sprocket Hub,Drivetrain,100cc,620,214
P1411,Brake Shoe Set,Braking,100cc,380,188
P1412,Brake Shoe Set,Braking,125cc,550,448
P1413,Cylinder Block,Engine,125cc,4800,73
P1414,Spark Plug,Electrical,70cc,350,402
P1415,Gasket Kit,Engine,70cc,180,53
P1416,Mudguard Front,Body/Frame,70cc,550,204
P1417,Mudguard Rear,Body/Frame,70cc,600,58
P1418,Headlight Assembly,Electrical,100cc,750,207
P1419,Handle Bar,Body/Frame,100cc,650,405
P1420,Chain Sprocket Kit,Drivetrain,100cc,2150,494
P1421,Gasket Kit,Engine,70cc,180,385
P1422,Oil Pump,Engine,125cc,680,354
P1423,Chain Sprocket Kit,Drivetrain,100cc,2150,479
P1424,Oil Pump,Engine,125cc,680,108
P1425,Oil Pump,Engine,70cc,380,297
P1426,Ignition Switch,Electrical,70cc,450,160
P1427,Disc Pad,Braking,70cc,250,411
P1428,Mudguard Rear,Body/Frame,70cc,600,172
P1429,Handle Bar,Body/Frame,125cc,850,151
P1430,Handle Grip,Rubber/Misc,125cc,180,231
P1431,Brake Cable,Braking,100cc,180,116
P1432,Indicator Relay,Electrical,100cc,120,230
P1433,Brake Cable,Braking,100cc,180,102
P1434,Indicator Relay,Electrical,70cc,90,33
P1435,Brake Cable,Braking,125cc,220,157
P1436,Drum Rubber,Rubber/Misc,70cc,120,302
P1437,Footrest Rubber,Rubber/Misc,70cc,120,183
P1438,Handle Grip,Rubber/Misc,100cc,150,421
P1439,Sprocket Hub,Drivetrain,100cc,620,434
P1440,Clutch Plate Set,Engine,70cc,550,482
P1441,Handle Bar,Body/Frame,70cc,500,63
P1442,Fuel Tank,Body/Frame,100cc,3600,130
P1443,Mudguard Front,Body/Frame,100cc,750,115
P1444,Brake Lever,Braking,100cc,140,375
P1445,Brake Lever,Braking,100cc,140,273
P1446,Spark Plug,Electrical,100cc,350,285
P1447,Sprocket Hub,Drivetrain,70cc,480,256
P1448,Clutch Plate Set,Engine,100cc,850,159
P1449,Gasket Kit,Engine,125cc,380,446
P1450,Disc Pad,Braking,100cc,320,173
P1451,Drum Rubber,Rubber/Misc,125cc,220,46
P1452,Brake Lever,Braking,125cc,180,160
P1453,Spark Plug,Electrical,70cc,350,417
P1454,CDI Unit,Electrical,70cc,320,27
P1455,Handle Bar,Body/Frame,70cc,500,206
P1456,Brake Shoe Set,Braking,125cc,550,456
P1457,Air Cleaner Filter,Rubber/Misc,100cc,220,32
P1458,Clutch Plate Set,Engine,70cc,550,366
P1459,Disc Pad,Braking,125cc,450,370
P1460,Drum Rubber,Rubber/Misc,125cc,220,340
P1461,Sprocket Hub,Drivetrain,70cc,480,132
P1462,Handle Bar,Body/Frame,125cc,850,96
P1463,Handle Bar,Body/Frame,70cc,500,274
P1464,Drum Rubber,Rubber/Misc,70cc,120,483
P1465,Fuel Tank,Body/Frame,125cc,4800,40
P1466,Brake Shoe Set,Braking,125cc,550,459
P1467,Sprocket Hub,Drivetrain,125cc,850,116
P1468,Oil Pump,Engine,125cc,680,427
P1469,Oil Pump,Engine,125cc,680,82
P1470,Brake Cable,Braking,125cc,220,245
P1471,Handle Bar,Body/Frame,70cc,500,282
P1472,Side Cover,Body/Frame,125cc,1350,49
P1473,Chain Sprocket Kit,Drivetrain,70cc,1650,150
P1474,Headlight Assembly,Electrical,125cc,1250,114
P1475,Oil Pump,Engine,70cc,380,159
P1476,Brake Cable,Braking,125cc,220,424
P1477,CDI Unit,Electrical,70cc,320,302
P1478,Piston Kit,Engine,70cc,950,56
P1479,Air Cleaner Filter,Rubber/Misc,125cc,320,167
P1480,Fuel Tank,Body/Frame,70cc,2800,338
P1481,Clutch Plate Set,Engine,70cc,550,54
P1482,Cylinder Block,Engine,100cc,3800,383
P1483,Footrest Rubber,Rubber/Misc,125cc,160,227
P1484,Gasket Kit,Engine,100cc,260,458
P1485,Spark Plug,Electrical,125cc,385,281
P1486,Clutch Plate Set,Engine,125cc,2200,36
P1487,Footrest Rubber,Rubber/Misc,70cc,120,138
P1488,Chain Sprocket Kit,Drivetrain,70cc,1650,188
P1489,Headlight Assembly,Electrical,100cc,750,228
P1490,Drum Rubber,Rubber/Misc,70cc,120,90
P1491,Disc Pad,Braking,125cc,450,455
P1492,CDI Unit,Electrical,125cc,650,433
P1493,Headlight Assembly,Electrical,70cc,550,489
P1494,Brake Shoe Set,Braking,100cc,380,70
P1495,Footrest Rubber,Rubber/Misc,70cc,120,67
P1496,Handle Bar,Body/Frame,70cc,500,9
P1497,Brake Cable,Braking,125cc,220,386
P1498,Cylinder Block,Engine,70cc,2800,108
P1499,Disc Pad,Braking,100cc,320,431
P1500,Drum Rubber,Rubber/Misc,125cc,220,309
P1501,Side Cover,Body/Frame,100cc,950,97
P1502,Mudguard Front,Body/Frame,125cc,1150,111
P1503,Rear Axle,Drivetrain,100cc,280,294
P1504,Headlight Assembly,Electrical,125cc,1250,65
P1505,Footrest Rubber,Rubber/Misc,100cc,140,434
P1506,Mudguard Front,Body/Frame,100cc,750,296
P1507,Side Cover,Body/Frame,100cc,950,343
P1508,Oil Pump,Engine,125cc,680,11
P1509,Indicator Relay,Electrical,70cc,90,43
P1510,Drum Rubber,Rubber/Misc,70cc,120,231
P1511,Oil Pump,Engine,125cc,680,378
P1512,Indicator Relay,Electrical,70cc,90,355
P1513,Side Cover,Body/Frame,125cc,1350,397
P1514,Handle Bar,Body/Frame,70cc,500,301
P1515,Drive Chain,Drivetrain,70cc,450,237
P1516,Ignition Switch,Electrical,125cc,850,169
P1517,Oil Pump,Engine,70cc,380,245
P1518,Brake Cable,Braking,125cc,220,247
P1519,Mudguard Front,Body/Frame,70cc,550,233
P1520,Piston Kit,Engine,125cc,1850,451
P1521,Fuel Tank,Body/Frame,70cc,2800,153
P1522,Mudguard Rear,Body/Frame,70cc,600,384
P1523,Handle Bar,Body/Frame,125cc,850,80
P1524,Spark Plug,Electrical,100cc,350,212
P1525,Mudguard Front,Body/Frame,100cc,750,76
P1526,Piston Kit,Engine,125cc,1850,47
P1527,Brake Shoe Set,Braking,125cc,550,256
P1528,Brake Shoe Set,Braking,100cc,380,175
P1529,Handle Grip,Rubber/Misc,125cc,180,35
P1530,Handle Bar,Body/Frame,125cc,850,93
P1531,Gasket Kit,Engine,100cc,260,221
P1532,Rear Axle,Drivetrain,125cc,380,105
P1533,Ignition Switch,Electrical,70cc,450,327
P1534,Spark Plug,Electrical,100cc,350,428
P1535,Disc Pad,Braking,125cc,450,4
P1536,Mudguard Rear,Body/Frame,70cc,600,62
P1537,Sprocket Hub,Drivetrain,100cc,620,278
P1538,Drum Rubber,Rubber/Misc,100cc,160,367
P1539,Chain Sprocket Kit,Drivetrain,125cc,2850,408
P1540,Mudguard Rear,Body/Frame,100cc,780,329
P1541,Side Cover,Body/Frame,100cc,950,58
P1542,Sprocket Hub,Drivetrain,125cc,850,366
P1543,Piston Kit,Engine,70cc,950,197
P1544,Mudguard Rear,Body/Frame,70cc,600,268
P1545,Brake Lever,Braking,70cc,120,168
P1546,Brake Cable,Braking,100cc,180,68
P1547,Fuel Tank,Body/Frame,70cc,2800,209
P1548,Brake Cable,Braking,125cc,220,128
P1549,Brake Shoe Set,Braking,125cc,550,456
P1550,Footrest Rubber,Rubber/Misc,125cc,160,414
P1551,Sprocket Hub,Drivetrain,70cc,480,110
P1552,Chain Sprocket Kit,Drivetrain,100cc,2150,87
P1553,Brake Cable,Braking,125cc,220,482
P1554,Rear Axle,Drivetrain,100cc,280,416
P1555,Gasket Kit,Engine,125cc,380,476
P1556,Brake Lever,Braking,70cc,120,324
P1557,Gasket Kit,Engine,70cc,180,250
P1558,Brake Shoe Set,Braking,100cc,380,410
P1559,Spark Plug,Electrical,70cc,350,209
P1560,Drive Chain,Drivetrain,125cc,850,482
P1561,Spark Plug,Electrical,125cc,385,417
P1562,Drive Chain,Drivetrain,70cc,450,255
P1563,Handle Grip,Rubber/Misc,100cc,150,150
P1564,Chain Sprocket Kit,Drivetrain,125cc,2850,465
P1565,Brake Shoe Set,Braking,70cc,280,310
P1566,Sprocket Hub,Drivetrain,125cc,850,110
P1567,Drum Rubber,Rubber/Misc,125cc,220,256
P1568,Oil Pump,Engine,70cc,380,204
P1569,Disc Pad,Braking,125cc,450,15
P1570,Brake Shoe Set,Braking,70cc,280,148
P1571,Drive Chain,Drivetrain,125cc,850,252
P1572,CDI Unit,Electrical,125cc,650,280
P1573,Ignition Switch,Electrical,70cc,450,476
P1574,Fuel Tank,Body/Frame,125cc,4800,195
P1575,Rear Axle,Drivetrain,100cc,280,327
P1576,Ignition Switch,Electrical,100cc,600,86
P1577,Clutch Plate Set,Engine,100cc,850,222
P1578,Disc Pad,Braking,125cc,450,254
P1579,Drum Rubber,Rubber/Misc,125cc,220,52
P1580,Fuel Tank,Body/Frame,125cc,4800,334
P1581,Gasket Kit,Engine,125cc,380,176
P1582,Mudguard Rear,Body/Frame,125cc,1100,402
P1583,Drum Rubber,Rubber/Misc,125cc,220,76
P1584,Indicator Relay,Electrical,70cc,90,55
P1585,Brake Shoe Set,Braking,70cc,280,483
P1586,Brake Shoe Set,Braking,70cc,280,285
P1587,Sprocket Hub,Drivetrain,100cc,620,34
P1588,Drum Rubber,Rubber/Misc,125cc,220,251
P1589,Mudguard Front,Body/Frame,125cc,1150,37
P1590,Headlight Assembly,Electrical,100cc,750,161
